id,date,five_year,quarter,year,month,month_name,day,region,country,alpha2,alpha3,province_state,city,lat,lon,is_success,is_suicide,is_property_damaged,terr_group,is_claimed,attack_type,weapon_type,weapon_subtype,target_type,target_subtype,target_nationality,fatalities_total,fatalities_terrorists,wounded_total,wounded_terrorists,is_hostage,hostages_total,hostage_duration,is_ransom
200001050003,2000-01-05,2000-2005,1,2000,1,Jan,5,Southern,Spain,ES,ESP,Basque Country,Andoain,43.22048,-2.021122,1,0,1,UKN,0.0,Armed Assault,Explosives,UKN,Government,Political_Assembly,Spain,0.0,0.0,0.0,0.0,0.0,0,0.0,UKN
200001060001,2000-01-06,2000-2005,1,2000,1,Jan,6,Southern,Spain,ES,ESP,Basque Country,Donostia-San Sebastian,43.291618,-1.977903,1,0,1,UKN,0.0,Infrastructure Attack,Incendiary,Arson/Fire,Civilian,Finance_Facility,Spain,0.0,0.0,0.0,0.0,0.0,0,0.0,UKN
200001060002,2000-01-06,2000-2005,1,2000,1,Jan,6,Eastern,Russia,RU,RUS,Chechnya,Chervlennaya,43.4994,45.8832,1,0,1,Chechen Rebels,0.0,Bombing,Explosives,Projectile,Government,Gov_Personnel,Russia,0.0,0.0,0.0,0.0,0.0,0,0.0,UKN
200001070002,2000-01-07,2000-2005,1,2000,1,Jan,7,Eastern,Slovakia,SK,SVK,Bratislava,Bratislava,48.15,17.116667,1,0,1,UKN,0.0,Armed Assault,Incendiary,Arson/Fire,Civilian,Retail_Facility,Slovak Republic,0.0,0.0,4.0,0.0,0.0,0,0.0,UKN
200001070003,2000-01-07,2000-2005,1,2000,1,Jan,7,Northern,United Kingdom,GB,GBR,Northern Ireland,Antrim,54.713382,-6.216761,1,0,0,UKN,0.0,Bombing,Explosives,Pipe Bomb,Civilian,Residence,Northern Ireland,0.0,0.0,0.0,0.0,0.0,0,0.0,UKN
200001080001,2000-01-08,2000-2005,1,2000,1,Jan,8,Southern,Italy,IT,ITA,Lazio,Rome,41.890961,12.490069,1,0,1,Revolutionary Leninist Brigades,1.0,Armed Assault,Incendiary,Arson/Fire,Militant,V_Party_Facility,Italy,0.0,0.0,0.0,0.0,0.0,0,0.0,UKN
200001080002,2000-01-08,2000-2005,1,2000,1,Jan,8,Southern,Spain,ES,ESP,Basque Country,Hernani,43.267549,-1.975814,1,0,1,UKN,0.0,Armed Assault,Incendiary,Arson/Fire,Infrastructure,Telecom_Infrastructure,Spain,0.0,0.0,0.0,0.0,0.0,0,0.0,UKN
200001080006,2000-01-08,2000-2005,1,2000,1,Jan,8,Southern,Serbia,RS,SRB,Kolubara,Popuke,44.293495,19.957159,1,0,1,UKN,0.0,Armed Assault,Incendiary,Molotov Cocktail/Petrol Bomb,Government,Political_Assembly,Serbia-Montenegro,0.0,0.0,0.0,0.0,0.0,0,0.0,UKN
200001080007,2000-01-08,2000-2005,1,2000,1,Jan,8,Southern,Spain,ES,ESP,Basque Country,Guernica,43.317073,-2.678975,1,0,1,UKN,0.0,Armed Assault,Incendiary,Molotov Cocktail/Petrol Bomb,Civilian,Finance_Facility,Spain,0.0,0.0,0.0,0.0,0.0,0,0.0,UKN
200001090001,2000-01-09,2000-2005,1,2000,1,Jan,9,Southern,Serbia,RS,SRB,Kolubara,Valjevo,44.274368,19.8911,1,0,1,UKN,0.0,Armed Assault,Firearms,UKN,Civilian,Political_Assembly,Serbia-Montenegro,0.0,0.0,0.0,0.0,0.0,0,0.0,UKN
200001090003,2000-01-09,2000-2005,1,2000,1,Jan,9,Eastern,Turkiye,TR,TUR,Istanbul,Istanbul,41.106178,28.689863,1,0,1,UKN,0.0,Armed Assault,Firearms,UKN,Media,Media_Newspaper,Turkey,0.0,0.0,0.0,0.0,0.0,0,0.0,UKN
200001090006,2000-01-09,2000-2005,1,2000,1,Jan,9,Southern,Bosnia and Herzegovina,BA,BIH,Federation of Bosnia and Herzegovina,Travnik,44.226667,17.670556,1,0,1,UKN,0.0,Bombing,Explosives,Vehicle,Civilian,Civilian_Unspec,Bosnia-Herzegovina,0.0,0.0,1.0,0.0,0.0,0,0.0,UKN
200001100001,2000-01-10,2000-2005,1,2000,1,Jan,10,Northern,United Kingdom,GB,GBR,Northern Ireland,Portadown,54.42071,-6.443767,1,0,0,Loyalist Volunteer Forces (LVF),0.0,Assassination,Firearms,UKN,Militant,Paramilitary,Northern Ireland,1.0,0.0,0.0,0.0,0.0,0,0.0,UKN
200001110001,2000-01-11,2000-2005,1,2000,1,Jan,11,Southern,North Macedonia,MK,MKD,Aracinovo,Aracinovo,42.026389,21.561667,1,0,0,UKN,0.0,Armed Assault,Firearms,(Semi)Automatic Rifle,Government,Gov_Personnel,Macedonia,3.0,0.0,0.0,0.0,0.0,0,0.0,UKN
200001130003,2000-01-13,2000-2005,1,2000,1,Jan,13,Western,France,FR,FRA,Lower Normandy,Pontorson,48.5538,-1.51,1,0,1,UKN,0.0,Bombing,Explosives,UKN,Government,Gov_Facility,France,0.0,0.0,0.0,0.0,0.0,0,0.0,UKN
200001140004,2000-01-14,2000-2005,1,2000,1,Jan,14,Eastern,Russia,RU,RUS,Astrakhan,Tambovka,47.3197,47.379,1,0,1,UKN,0.0,Bombing,Explosives,UKN,Civilian,Residence,Russia,3.0,0.0,0.0,0.0,0.0,0,0.0,UKN
200001150001,2000-01-15,2000-2005,1,2000,1,Jan,15,Western,Switzerland,CH,CHE,Graubunden,Davos,46.80012,9.83089,1,0,UKN,UKN,0.0,Bombing,Explosives,Projectile,Civilian,Cultural_Site,Switzerland,0.0,0.0,0.0,0.0,0.0,0,0.0,UKN
200001160003,2000-01-16,2000-2005,1,2000,1,Jan,16,Eastern,Turkiye,TR,TUR,Istanbul,Istanbul,41.106178,28.689863,1,0,1,Great Eastern Islamic Raiders Front (IBDA-C),1.0,Bombing,Explosives,UKN,Media,Media_Newspaper,Turkey,0.0,0.0,0.0,0.0,0.0,0,0.0,UKN
200001180003,2000-01-18,2000-2005,1,2000,1,Jan,18,Eastern,Russia,RU,RUS,Ingushetia,Nazran,43.2267,44.770569,1,0,1,UKN,0.0,Bombing,Explosives,UKN,Government,Judicial_Facility,Russia,0.0,0.0,0.0,0.0,0.0,0,0.0,UKN
200001190002,2000-01-19,2000-2005,1,2000,1,Jan,19,Southern,North Macedonia,MK,MKD,Oslomej,Oslomej,41.576573,20.997979,1,0,1,UKN,0.0,Bombing,Explosives,Grenade,Security,Police_Facility,Macedonia,0.0,0.0,0.0,0.0,0.0,0,0.0,UKN
200001210001,2000-01-21,2000-2005,1,2000,1,Jan,21,Southern,Spain,ES,ESP,Madrid,Madrid,40.465595,-3.696263,1,0,UKN,Basque Fatherland and Freedom (ETA),0.0,Bombing,Explosives,Vehicle,Civilian,Civilian_Unspec,Spain,3.0,0.0,0.0,0.0,0.0,0,0.0,UKN
200001210002,2000-01-21,2000-2005,1,2000,1,Jan,21,Southern,Kosovo,XK,KOS,Kosovo,Cagllavice,42.619706,21.144403,1,0,UKN,UKN,0.0,Bombing,Explosives,Projectile,Civilian,Retail_Facility,Serbia-Montenegro,0.0,0.0,0.0,0.0,0.0,0,0.0,UKN
200001230003,2000-01-23,2000-2005,1,2000,1,Jan,23,Southern,Greece,GR,GRC,Attica,Athens,37.99749,23.762728,1,0,1,November 19 Anarchist Faction,1.0,Bombing,Incendiary,Gasoline/Alcohol,Government,Diplomatic_Personnel,Italy,0.0,0.0,0.0,0.0,0.0,0,0.0,UKN
200001250002,2000-01-25,2000-2005,1,2000,1,Jan,25,Eastern,Turkiye,TR,TUR,Hatay,Erzin,36.953782,36.20513,1,0,1,UKN,0.0,Bombing,Explosives,UKN,Government,Gov_Facility,Turkey,0.0,0.0,0.0,0.0,0.0,0,0.0,UKN
200001260004,2000-01-26,2000-2005,1,2000,1,Jan,26,Eastern,Russia,RU,RUS,Smolensk,Smolensk,54.783333,32.05,1,0,1,UKN,0.0,Bombing,Explosives,UKN,Civilian,Finance_Facility,Russia,1.0,0.0,1.0,0.0,0.0,0,0.0,UKN
200001260006,2000-01-26,2000-2005,1,2000,1,Jan,26,Southern,Spain,ES,ESP,Basque Country,Getxo,43.344167,-3.006389,1,0,1,UKN,0.0,Bombing,Incendiary,Gasoline/Alcohol,Civilian,Finance_Facility,Spain,0.0,0.0,0.0,0.0,0.0,0,0.0,UKN
200001260007,2000-01-26,2000-2005,1,2000,1,Jan,26,Eastern,Turkiye,TR,TUR,Istanbul,Istanbul,41.106178,28.689863,1,0,1,UKN,0.0,Bombing,Explosives,UKN,Government,Gov_Facility,Turkey,0.0,0.0,0.0,0.0,0.0,0,0.0,UKN
200001260008,2000-01-26,2000-2005,1,2000,1,Jan,26,Eastern,Turkiye,TR,TUR,Istanbul,Istanbul,41.106178,28.689863,1,0,1,UKN,0.0,Bombing,Incendiary,Molotov Cocktail/Petrol Bomb,Transport,Rail_System,Turkey,0.0,0.0,0.0,0.0,0.0,0,0.0,UKN
200001270007,2000-07-27,2000-2005,3,2000,7,Jul,27,Eastern,Russia,RU,RUS,Dagestan,Makhachkala,42.98542,47.450668,1,0,0,Gunmen,0.0,Armed Assault,Firearms,(Semi)Automatic Rifle,Security,Police_Personnel,Russia,3.0,2.0,1.0,0.0,0.0,0,0.0,UKN
200001290004,2000-01-29,2000-2005,1,2000,1,Jan,29,Southern,Spain,ES,ESP,Basque Country,Portugalete,43.320664,-3.020252,1,0,1,UKN,0.0,Infrastructure Attack,Incendiary,Gasoline/Alcohol,Transport,Rail_System,Spain,0.0,0.0,0.0,0.0,0.0,0,0.0,UKN
200001290005,2000-01-29,2000-2005,1,2000,1,Jan,29,Southern,Spain,ES,ESP,Basque Country,Bilbao,43.258434,-2.921819,1,0,1,UKN,0.0,Armed Assault,Incendiary,Molotov Cocktail/Petrol Bomb,Civilian,Finance_Facility,Spain,0.0,0.0,0.0,0.0,0.0,0,0.0,UKN
200001290007,2000-01-29,2000-2005,1,2000,1,Jan,29,Southern,Spain,ES,ESP,Basque Country,Lasarte,43.267454,-2.020169,1,0,1,UKN,0.0,Armed Assault,Incendiary,Gasoline/Alcohol,Government,Political_Assembly,Spain,0.0,0.0,0.0,0.0,0.0,0,0.0,UKN
200001290010,2000-01-28,2000-2005,1,2000,1,Jan,28,Southern,Serbia,RS,SRB,Belgrade,Surcin,44.795541,20.284861,1,0,0,Gunmen,0.0,Armed Assault,Firearms,UKN,Government,Gov_Personnel,Serbia,0.0,0.0,1.0,0.0,0.0,0,0.0,UKN
200001300001,2000-01-30,2000-2005,1,2000,1,Jan,30,Southern,Kosovo,XK,KOS,Pristina,Janine Vode,42.68,21.044444,1,0,1,UKN,0.0,Bombing,Explosives,UKN,Civilian,Civilian_Unspec,Serbia-Montenegro,0.0,0.0,0.0,0.0,0.0,0,0.0,UKN
200001300003,2000-01-30,2000-2005,1,2000,1,Jan,30,Eastern,Turkiye,TR,TUR,Istanbul,Istanbul,41.106178,28.689863,1,0,1,UKN,0.0,Bombing,Explosives,Pipe Bomb,Civilian,Finance_Facility,Turkey,0.0,0.0,0.0,0.0,0.0,0,0.0,UKN
200001300004,2000-01-30,2000-2005,1,2000,1,Jan,30,Southern,Spain,ES,ESP,Basque Country,Hernani,43.267549,-1.975814,1,0,UKN,UKN,0.0,Armed Assault,Incendiary,Arson/Fire,Government,Gov_Facility,Spain,0.0,0.0,0.0,0.0,0.0,0,0.0,UKN
200002000002,2000-02-01,2000-2005,1,2000,2,Feb,1,Eastern,Turkiye,TR,TUR,Adana,Adana,36.96786,35.261983,1,0,1,UKN,0.0,Bombing,Explosives,UKN,Civilian,Civilian_Unspec,Turkey,0.0,0.0,0.0,0.0,0.0,0,0.0,UKN
200002020002,2000-02-02,2000-2005,1,2000,2,Feb,2,Eastern,Turkiye,TR,TUR,Isparta,Isparta,37.762545,30.554892,0,0,0,UKN,0.0,Bombing,Explosives,Vehicle,Security,Police_Personnel,Turkey,0.0,0.0,0.0,0.0,0.0,0,0.0,UKN
200002020003,2000-02-02,2000-2005,1,2000,2,Feb,2,Southern,North Macedonia,MK,MKD,Kumanovo municipality,Kumanovo,42.135812,21.717896,1,0,1,UKN,0.0,Bombing,Explosives,Grenade,Government,Judicial_Facility,Macedonia,0.0,0.0,0.0,0.0,0.0,0,0.0,UKN
200002030002,2000-02-03,2000-2005,1,2000,2,Feb,3,Southern,Kosovo,XK,KOS,Kosovo,Mitrovica,42.880888,20.867213,1,0,1,UKN,0.0,Bombing,Explosives,UKN,Civilian,Food_Beverage,Serbia-Montenegro,0.0,0.0,10.0,0.0,0.0,0,0.0,UKN
200002030003,2000-02-03,2000-2005,1,2000,2,Feb,3,Southern,Kosovo,XK,KOS,Kosovska Mitrovica,Cubrelj,42.727325,20.724618,1,0,1,UKN,0.0,Bombing,Explosives,Projectile,Transport,Public_Bus,Serbia-Montenegro,2.0,0.0,3.0,0.0,0.0,0,0.0,UKN
200002060001,2000-02-06,2000-2005,1,2000,2,Feb,6,Northern,United Kingdom,GB,GBR,Northern Ireland,Irvinestown,54.471741,-7.635635,1,0,1,Continuity Irish Republican Army (CIRA),1.0,Bombing,Explosives,UKN,Civilian,Hospitality,Northern Ireland,0.0,0.0,0.0,0.0,0.0,0,0.0,UKN
200002070001,2000-02-07,2000-2005,1,2000,2,Feb,7,Southern,Serbia,RS,SRB,Belgrade,Belgrade,44.818611,20.468056,1,0,0,UKN,0.0,Assassination,Firearms,(Semi)Automatic Rifle,Government,Gov_Personnel,Serbia-Montenegro,1.0,0.0,2.0,0.0,0.0,0,0.0,UKN
200002070002,2000-02-07,2000-2005,1,2000,2,Feb,7,Eastern,Russia,RU,RUS,Khabarovsk,Khabarousk,48.466667,135.1,1,0,1,UKN,0.0,Bombing,Sabotage Equipment,UKN,Civilian,Civilian_Unspec,Russia,12.0,0.0,0.0,0.0,0.0,0,0.0,UKN
200002100005,2000-02-10,2000-2005,1,2000,2,Feb,10,Eastern,Turkiye,TR,TUR,Istanbul,Istanbul,41.106178,28.689863,1,0,1,Great Eastern Islamic Raiders Front (IBDA-C),1.0,Bombing,Explosives,UKN,Infrastructure,UKN,Turkey,0.0,0.0,0.0,0.0,0.0,0,0.0,UKN
200002100006,2000-02-10,2000-2005,1,2000,2,Feb,10,Eastern,Turkiye,TR,TUR,Istanbul,Istanbul,41.106178,28.689863,1,0,1,Great Eastern Islamic Raiders Front (IBDA-C),1.0,Bombing,Explosives,UKN,Civilian,Cultural_Site,Turkey,0.0,0.0,1.0,0.0,0.0,0,0.0,UKN
200002100007,2000-02-10,2000-2005,1,2000,2,Feb,10,Eastern,Turkiye,TR,TUR,Istanbul,Istanbul,41.106178,28.689863,1,0,1,Great Eastern Islamic Raiders Front (IBDA-C),1.0,Bombing,Explosives,UKN,Government,Gov_Facility,Turkey,0.0,0.0,0.0,0.0,0.0,0,0.0,UKN
200002110002,2000-02-11,2000-2005,1,2000,2,Feb,11,Southern,Spain,ES,ESP,Basque Country,Amorebieta,43.220496,-2.733236,1,0,1,Basque Fatherland and Freedom (ETA),0.0,Infrastructure Attack,Incendiary,Arson/Fire,Civilian,Corporation,Spain,0.0,0.0,0.0,0.0,0.0,0,0.0,UKN
200002130001,2000-02-13,2000-2005,1,2000,2,Feb,13,Southern,Kosovo,XK,KOS,Kosovo,Mitrovica,42.880888,20.867213,0,0,0,UKN,0.0,Armed Assault,Firearms,UKN,Security,NATO,France,0.0,0.0,2.0,0.0,0.0,0,0.0,UKN
200002140001,2000-02-14,2000-2005,1,2000,2,Feb,14,Southern,Greece,GR,GRC,Central Macedonia,Thessaloniki,40.620663,22.952,1,0,1,Erotic Anti-authority Cells,1.0,Bombing,Explosives,UKN,Civilian,Corporation,United States,0.0,0.0,0.0,0.0,0.0,0,0.0,UKN
200002210001,2000-02-21,2000-2005,1,2000,2,Feb,21,Eastern,Russia,RU,RUS,Dagestan,Makhachkala,42.966907,47.457636,0,0,0,UKN,0.0,Assassination,Explosives,UKN,Security,Military_Personnel,Russia,0.0,0.0,0.0,0.0,0.0,0,0.0,UKN
200002220001,2000-02-22,2000-2005,1,2000,2,Feb,22,Southern,Spain,ES,ESP,Basque Country,Vitoria,42.84964,-2.692359,1,0,1,Basque Fatherland and Freedom (ETA),0.0,Assassination,Explosives,Vehicle,Government,Political_Assembly,Spain,2.0,0.0,0.0,0.0,0.0,0,0.0,UKN
200002220005,2000-02-22,2000-2005,1,2000,2,Feb,22,Southern,Kosovo,XK,KOS,Kosovo,Donji Livoc,42.429384,21.454225,1,0,1,Albanian extremists,0.0,Unarmed Assault,Melee,Blunt Object,Civilian,Race_Ethnicity,Serbia-Montenegro,0.0,0.0,0.0,0.0,0.0,0,0.0,UKN
200002220006,2000-02-22,2000-2005,1,2000,2,Feb,22,Eastern,Russia,RU,RUS,Chechnya,Omi-Chu,43.427011,46.087993,1,0,UKN,Chechen Rebels,0.0,Armed Assault,Firearms,UKN,Security,Military_Unit,Russia,UKN,UKN,UKN,UKN,0.0,0,0.0,UKN
200002230001,2000-02-23,2000-2005,1,2000,2,Feb,23,Eastern,Russia,RU,RUS,Chechnya,Urus-Martan,43.127544,45.539974,1,0,0,Chechen Rebels,0.0,Unarmed Assault,Melee,Body Compact,Government,Gov_Personnel,Russia,0.0,0.0,1.0,0.0,0.0,0,0.0,UKN
200002250001,2000-02-25,2000-2005,1,2000,2,Feb,25,Northern,United Kingdom,GB,GBR,Northern Ireland,Ballykelly,55.043617,-7.023927,1,0,1,Continuity Irish Republican Army (CIRA),1.0,Bombing,Explosives,UKN,Security,Military_Facility,Northern Ireland,0.0,0.0,0.0,0.0,0.0,0,0.0,UKN
200002250004,2000-02-25,2000-2005,1,2000,2,Feb,25,Northern,United Kingdom,GB,GBR,Northern Ireland,Portadown,54.42071,-6.443767,1,0,0,UKN,0.0,Armed Assault,Firearms,UKN,Civilian,Civilian_Unspec,Northern Ireland,0.0,0.0,1.0,0.0,0.0,0,0.0,UKN
200002270003,2000-02-27,2000-2005,1,2000,2,Feb,27,Southern,Spain,ES,ESP,Basque Country,Renteria,43.311307,-1.900896,1,0,1,UKN,0.0,Infrastructure Attack,Incendiary,Arson/Fire,Transport,Rail_System,Spain,0.0,0.0,0.0,0.0,0.0,0,0.0,UKN
200002270005,2000-02-27,2000-2005,1,2000,2,Feb,27,Southern,Spain,ES,ESP,Catalonia,Figueres,42.267498,2.96084,1,0,1,UKN,0.0,Infrastructure Attack,Incendiary,Arson/Fire,Government,Political_Assembly,Spain,0.0,0.0,0.0,0.0,0.0,0,0.0,UKN
200002290001,2000-02-29,2000-2005,1,2000,2,Feb,29,Southern,Kosovo,XK,KOS,Kosovo,Srbica,42.747766,20.792708,1,0,0,UKN,0.0,Armed Assault,Firearms,UKN,Security,NATO,Russia,1.0,0.0,0.0,0.0,0.0,0,0.0,UKN
200002290002,2000-02-29,2000-2005,1,2000,2,Feb,29,Southern,Kosovo,XK,KOS,Pristina,Pristina,42.678199,21.172562,0,0,0,UKN,0.0,Armed Assault,Firearms,UKN,Government,Intl_Organization,International,0.0,0.0,0.0,0.0,0.0,0,0.0,UKN
200003020002,2000-03-02,2000-2005,1,2000,3,Mar,2,Eastern,Russia,RU,RUS,Chechnya,Grozny,43.320229,45.654491,1,0,1,Chechen Rebels,0.0,Bombing,Firearms,(Semi)Automatic Rifle,Government,Gov_Personnel,Russia,16.0,0.0,21.0,0.0,0.0,0,0.0,UKN
200003040005,2000-03-04,2000-2005,1,2000,3,Mar,4,Southern,Spain,ES,ESP,Catalonia,Barcelona,41.400635,2.150913,1,0,1,UKN,0.0,Bombing,Explosives,UKN,Government,Gov_Facility,Spain,0.0,0.0,0.0,0.0,0.0,0,0.0,UKN
200003040006,2000-03-04,2000-2005,1,2000,3,Mar,4,Southern,Spain,ES,ESP,Catalonia,Barcelona,41.400635,2.150913,1,0,1,UKN,0.0,Bombing,Explosives,UKN,Government,Political_Assembly,Spain,0.0,0.0,0.0,0.0,0.0,0,0.0,UKN
200003050001,2000-03-05,2000-2005,1,2000,3,Mar,5,Southern,Greece,GR,GRC,Central Macedonia,Thessaloniki,40.620663,22.952,1,0,1,UKN,0.0,Bombing,Explosives,UKN,Civilian,Finance_Facility,Greece,0.0,0.0,0.0,0.0,0.0,0,0.0,UKN
200003050002,2000-03-05,2000-2005,1,2000,3,Mar,5,Southern,Greece,GR,GRC,Attica,Athens,37.99749,23.762728,1,0,1,Revolutionary Nuclei,1.0,Bombing,Explosives,Time Fuse,Civilian,Construction_Site,Greece,0.0,0.0,0.0,0.0,0.0,0,0.0,UKN
200003060002,2000-03-06,2000-2005,1,2000,3,Mar,6,Southern,Spain,ES,ESP,Basque Country,Donostia-San Sebastian,43.291618,-1.977903,1,0,1,Basque Fatherland and Freedom (ETA),0.0,Bombing,Explosives,Vehicle,Security,Military_Personnel,Spain,0.0,0.0,7.0,0.0,0.0,0,0.0,UKN
200003070004,2000-03-07,2000-2005,1,2000,3,Mar,7,Southern,Kosovo,XK,KOS,Kosovo,Mitrovica,42.880888,20.867213,1,0,1,UKN,0.0,Armed Assault,Firearms,(Semi)Automatic Rifle,Civilian,Civilian_Unspec,Serbia-Montenegro,0.0,0.0,6.0,0.0,0.0,0,0.0,UKN
200003110001,2000-03-11,2000-2005,1,2000,3,Mar,11,Western,France,FR,FRA,Brittany,Argentre-du-Plessis,48.057315,-1.148312,1,0,1,Breton Liberation Front (FLB),0.0,Bombing,Explosives,UKN,Government,Gov_Facility,France,0.0,0.0,0.0,0.0,0.0,0,0.0,UKN
200003110003,2000-03-11,2000-2005,1,2000,3,Mar,11,Southern,Bosnia and Herzegovina,BA,BIH,Republika Srpska,Kopaci,43.678773,19.028091,1,0,UKN,Serb Radical Party,0.0,Bombing,Explosives,UKN,Civilian,Religious_Group,Bosnia-Herzegovina,0.0,0.0,0.0,0.0,0.0,0,0.0,UKN
200003110004,2000-03-11,2000-2005,1,2000,3,Mar,11,Eastern,Turkiye,TR,TUR,Ankara,Ankara,39.930771,32.76754,1,0,UKN,UKN,0.0,Armed Assault,Firearms,(Semi)Automatic Rifle,Civilian,Laborer,Turkey,1.0,0.0,4.0,0.0,0.0,0,0.0,UKN
200003120001,2000-03-12,2000-2005,1,2000,3,Mar,12,Southern,Bosnia and Herzegovina,BA,BIH,Republika Srpska,Prnjavor,44.86668,17.666809,1,0,1,UKN,0.0,Bombing,Explosives,UKN,Civilian,UKN,Bosnia-Herzegovina,0.0,0.0,0.0,0.0,0.0,0,0.0,UKN
200003140003,2000-03-14,2000-2005,1,2000,3,Mar,14,Southern,Serbia,RS,SRB,Pcinja,Veliki Trnovac,42.583636,22.143022,1,0,0,UKN,0.0,Armed Assault,Firearms,UKN,Civilian,Civilian_Named,Albania,1.0,0.0,0.0,0.0,0.0,0,0.0,UKN
200003160001,2000-03-16,2000-2005,1,2000,3,Mar,16,Southern,Spain,ES,ESP,Basque Country,Getxo,43.344167,-3.006389,0,0,UKN,UKN,0.0,Bombing,Melee,Sharp Object,Government,Political_Assembly,Spain,0.0,0.0,0.0,0.0,0.0,0,0.0,UKN
200003210001,2000-03-21,2000-2005,1,2000,3,Mar,21,Southern,Spain,ES,ESP,Basque Country,Bilbao,43.258434,-2.921819,1,0,1,UKN,0.0,Bombing,Explosives,UKN,Civilian,Residence,Spain,0.0,0.0,0.0,0.0,0.0,0,0.0,UKN
200003250001,2000-03-25,2000-2005,1,2000,3,Mar,25,Southern,Bosnia and Herzegovina,BA,BIH,Republika Srpska,Caparde,44.39694,18.96639,1,0,1,UKN,0.0,Armed Assault,Firearms,(Semi)Automatic Rifle,Civilian,Private_Vehicle,Spain,0.0,0.0,2.0,0.0,0.0,0,0.0,UKN
200003250002,2000-03-25,2000-2005,1,2000,3,Mar,25,Southern,Spain,ES,ESP,Basque Country,Aretxabaleta,43.036248,-2.504542,1,0,1,UKN,0.0,Infrastructure Attack,Incendiary,Arson/Fire,Civilian,Finance_Facility,Spain,0.0,0.0,0.0,0.0,0.0,0,0.0,UKN
200003250003,2000-03-25,2000-2005,1,2000,3,Mar,25,Southern,Spain,ES,ESP,Basque Country,Donostia-San Sebastian,43.291618,-1.977903,1,0,1,UKN,0.0,Infrastructure Attack,Incendiary,Arson/Fire,Civilian,Finance_Facility,Spain,0.0,0.0,0.0,0.0,0.0,0,0.0,UKN
